,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11
Fam117b,0.0,0.026322545,0.0,0.8276532,0.17117031,0.0,0.24330257,0.049464,0.0,0.39705625,0.07284796,0.0
Ctla4,0.007926608,0.25246158,0.048059843,0.15949777,0.005446976,0.4295611,0.5355473,0.081278905,0.0,0.0,0.07174012,0.012843975
Adam23,0.0,0.0,0.41876402,0.0,0.018434701,0.0,0.0,0.0,0.36845177,0.2756865,0.0,0.0
Ikzf2,0.0,0.8403053,0.0,0.0,0.0,0.30751297,0.0,0.0,0.0,0.3261685,0.0,0.0
Bard1,0.027239032,0.0325341,0.056755453,0.12876831,0.0,0.321409,0.31341657,0.03693936,0.09097699,0.11352873,0.0,0.026937572
Slc11a1,0.018682372,0.0030445177,0.034666788,0.14908771,0.0,0.04615327,0.055006728,0.0008612124,0.026526818,0.107292816,0.03459769,0.0
Sgpp2,0.0,0.1704402,0.0,0.0,0.0,0.0,0.74613357,0.0,0.0,0.0,0.0,0.0
Serpine2,0.0,0.0,0.0,0.19975355,0.0,0.0,0.0,0.0,0.0,1.1235397,0.0,0.0
Irs1,0.0,0.0,0.0,0.054904882,0.8159714,0.0,0.0,0.243169,0.0,0.07099282,0.0,0.0
Sp140,0.109778084,0.037644558,0.15705585,0.34930837,0.19713813,0.11096893,0.32887256,0.30296624,0.35138604,0.0,0.0,0.2505247
Itm2c,0.06233021,0.07113468,0.17200466,0.46118283,0.0,0.10927896,0.0,0.0,0.3164679,0.24046302,0.13258326,0.12344495
Inpp5d,0.15185241,0.081356816,0.17948519,0.5719339,0.12276952,0.19756334,0.15478933,0.076788105,0.13981742,0.12853704,0.06452937,0.28225246
Arl4c,0.18163726,0.050548736,0.10601898,0.33418062,0.43935266,0.16321436,0.2215703,0.0,0.0,0.22876884,0.5586512,0.16938996
Agap1,0.31350365,0.0,0.47799465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05643293
Hes6,0.07901361,0.014345785,0.0,0.07739439,0.05113321,0.042782567,0.08914839,0.0,0.008107921,0.0,0.035892606,0.018119304
Sned1,0.0,0.061190296,0.016598642,0.0509452,0.23198886,0.23498192,0.0,0.019610321,0.37024012,0.0,0.0,0.0
Pask,0.0,0.0,0.0,0.28398618,0.12731759,0.0,1.1041756,0.0,0.2469674,0.0,0.25748733,0.0
Pdcd1,0.109322615,0.0,0.0,0.0,0.0,0.1010851,0.89742136,0.0,0.0,0.0,0.0,0.37928277
Il5ra,0.16152921,0.0,0.03220721,0.0,0.0,0.0,0.0,0.0,0.33139396,0.0,0.0,0.04010665
Bhlhe40,0.31783637,0.0,0.50618494,0.0,0.5011412,0.0,0.0,0.036943216,0.18799591,0.0,0.34384403,0.27875853
Colq,0.008007435,0.0,0.57549614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12796776
Satb1,0.0,0.0,0.11858508,0.978691,0.4579377,0.0,0.0,0.029221404,0.0,0.51062906,0.20710497,0.03284724
Slc4a7,0.109296456,0.07661741,0.13108025,0.33117348,0.24044259,0.24712054,0.4421667,0.0,0.19606023,0.19494075,0.0,0.11970782
Eomes,0.23614101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262586
Cmc1,0.12274564,0.048607375,0.060019214,0.40031788,0.14918481,0.046245415,0.13879147,0.020414008,0.07926104,0.14427453,0.012495998,0.70544446
Tgfbr2,0.060701787,0.016421936,0.044232655,1.092958,0.040779546,0.0,0.12876815,0.0342867,0.0,0.35803363,0.25852427,0.101263486
Cmtm8,0.0,0.0821439,0.06655906,0.45988327,0.3430948,0.0,0.37104204,0.069780596,0.11893542,0.08286521,0.16446747,0.0
Ccr4,0.0,0.028578712,0.0,0.0,0.0,1.196655,0.36279303,0.0,0.567849,0.0,0.0,0.0
Trank1,0.084429435,0.010637125,0.122031435,0.45248368,0.18950705,0.09905019,0.40254807,0.472293,0.104754716,0.09253593,0.0,0.18090415
Csrnp1,0.027820759,0.013903927,0.069977574,0.038251627,0.06343799,0.031355746,0.051139615,0.0,0.12578091,0.034421332,1.3251641,0.02361858
Cx3cr1,1.0416737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24607082
Ccr8,0.0,0.0,0.0,0.0,0.0,0.9386575,0.0,0.0,0.26295838,0.0,0.0,0.0
Ccr9,0.0,0.023537043,0.048539255,0.0,0.0,0.0,0.5570786,0.0,0.0,0.27372792,0.0,0.0
Cxcr6,0.0,0.0,0.13891552,0.0,0.0,0.18139273,0.0,0.0,0.0,0.0,0.0,0.90301335
Ccr2,0.0,0.0,0.93669975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4664044
Ccr5,0.041614126,0.0,0.0064395377,0.0,0.0,0.1597292,0.0,0.0,0.0,0.0,0.0,0.8418198
Nbeal2,0.20056307,0.0147384815,0.18439724,0.0811132,0.06462727,0.30941585,0.4368825,0.07578777,0.28348416,0.02568268,0.0,0.09617205
Map4,0.13879907,0.05712811,0.16508329,0.26361236,0.24273737,0.21922775,0.42072767,0.078710355,0.50603014,0.07995831,0.0,0.14237714
Rassf1,0.33157486,0.095486104,0.17542255,0.28757003,0.13171794,0.09106056,0.12580012,0.0,0.33917212,0.05098275,0.2593178,0.15156363
Cacna2d2,0.28246298,0.0028928954,0.06242489,0.08121274,0.06253152,0.0,0.0,0.0,0.0,0.0024736815,0.0,0.0
Cish,0.061850782,0.03667334,0.23158537,0.1495479,1.6590521,0.0,0.0,0.0,0.43108726,0.026086561,0.058492888,0.034804247
Fhit,0.0,0.0,0.0,0.8250185,0.44397607,0.051936124,0.0,0.0,0.00033828075,0.34164214,0.31372008,0.0
Prok2,0.52959526,0.0,0.016443891,0.0,0.0,0.065920025,0.0,0.0,0.0,0.0,0.0,0.0
Crybg3,0.0022967402,0.024252886,0.22628225,0.15030573,0.09506962,0.0154400105,0.04579146,0.0,0.36274245,0.0,0.0,0.0
Cldnd1,0.029355863,0.17747466,0.14546885,0.22659746,0.16507062,0.15326561,0.5930423,0.11635191,0.4256446,0.0053013046,0.16407414,0.20281003
Gpr15,0.0,0.16640891,0.06114293,0.0,0.051343773,0.0,0.41328922,0.25559783,0.20227514,0.0,0.0,0.0
Dcbld2,0.0017139362,0.0,0.0,0.29966113,0.00063236646,0.0,0.0,0.0,0.0,0.10929208,0.026108237,0.0
Zbtb11,0.079328574,0.05501692,0.1601011,0.5842903,0.243899,0.07367887,0.31009617,0.042250894,0.06867737,0.174522,0.14018787,0.11885434
Nfkbiz,0.0,0.09127369,0.032915633,0.51823735,0.5312478,0.01102254,0.25040945,0.07914148,0.0,0.057037927,0.7329006,0.053366624
Alcam,0.0,0.037668776,0.082059406,0.037798423,0.018920206,0.13443977,0.15057275,0.0,0.17466547,0.0,0.0,0.09644572
Cblb,0.115354635,0.122848265,0.13468502,0.57665646,0.22307497,0.0,0.368994,0.134786,0.0,0.11754196,0.044263236,0.33848652
Dzip3,0.0,0.0,0.015747832,0.26238286,0.032013714,0.09540106,0.41995183,0.0,0.19308662,0.29922208,0.0,0.07477362
Phldb2,0.16286224,0.013868951,0.1016445,0.0,0.0,0.0,0.011209306,0.0,0.23912506,0.0,0.0,0.13197233
Cd200,0.0,0.03871079,0.0,0.101795144,0.0,0.0,0.5164581,0.009558172,0.0,0.1436045,0.0,0.0
Tigit,0.012484037,0.68478256,0.0,0.0,0.0,0.08206459,0.88036144,0.0,0.0,0.0,0.0,0.061457396
Golgb1,0.075823285,0.041362714,0.13094181,0.4592221,0.28716916,0.14857252,0.40194374,0.033385888,0.27072698,0.070399605,0.0,0.17230801
Parp9,0.063944675,0.0,0.049636096,0.21233362,0.15536089,0.11566498,0.22221899,1.0693005,0.17377593,0.088687,0.0,0.10304778
Parp14,0.07276348,0.034336336,0.10820483,0.25691515,0.12699488,0.188158,0.28932768,0.5691256,0.1450105,0.06375369,0.0,0.14413969
Kalrn,0.0,0.22512461,0.0,0.12845479,0.13962854,0.0,0.07284862,0.0,0.23064253,0.0,0.0,0.0
Plxnd1,0.2277591,0.0,0.26849043,0.0,0.0,0.0,0.16666715,0.0,0.0,0.0,0.0,0.20613217
Nphp3,0.04126769,0.051749542,0.093877845,0.54372793,0.18163036,0.054059375,0.30830067,0.0,0.0364021,0.047301147,0.22289816,0.06628372
Zbtb38,0.19724081,0.13700014,0.10745953,0.4026457,0.06734124,0.10880582,0.5323592,0.013484925,0.2311854,0.0,0.11757472,0.29965723
Gk5,0.27510083,0.020145433,0.18867506,0.3350207,0.093590505,0.033692066,0.14382218,0.014136993,0.0,0.09569113,0.0,0.12985957
Plscr2,0.010273325,0.0006133989,0.0752739,0.058992818,0.10116839,0.0,0.06272312,1.3636862,0.0,0.049993686,0.14939961,0.07292989
Gpr171,0.012888972,0.0,0.067404345,0.24731411,0.8056074,0.039327156,0.0,0.18528943,0.39505363,0.21395807,0.0038101561,0.21814662
Tiparp,0.07042034,0.0,0.17379254,0.07856643,0.08585243,0.19211178,0.5255209,0.103038296,0.0,0.015612349,0.21811202,0.20815355
Smc4,0.07135556,0.010719072,0.046319682,0.15267956,0.028520092,0.26420346,0.5801946,0.06100213,0.06705104,0.4960434,0.047634665,0.0722686
Ppm1l,0.15626033,0.0,0.04385074,0.1020308,0.06385286,0.0,0.1304701,0.0,0.026661761,0.07542443,0.0,0.0
Fndc3b,0.1451878,0.048111986,0.117970824,0.31145465,0.44021553,0.0,0.0,0.031653285,0.060703963,0.0044228793,0.008746607,0.048351333
Tnfsf10,0.0,0.0,0.0066916826,0.3948404,0.35443136,0.18163972,0.041364968,0.43620515,0.6758857,0.28700742,0.057584547,0.124777734
Zmat3,0.07156097,0.0,0.09813622,0.53552055,0.13076885,0.16207798,0.23373954,0.016075734,0.0976893,0.33953235,0.079238676,0.04774293
Lamp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3454573,0.0,0.0,0.0,0.0
Rpl39l,0.12428796,0.018377656,0.049538836,0.049542043,0.0,0.2767737,0.09618664,0.0,0.18617208,0.006391893,0.02375126,0.095833376
Tprg,0.062548056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017754951,0.25061628,0.0,0.6499084
Ccdc50,0.07202331,0.10656995,0.022801945,0.0,0.0,0.118192285,0.7048374,0.017109405,0.0,0.0,0.0,0.0809418
Fam43a,0.00878815,0.044704195,0.015858999,0.0026933264,0.0,0.0,0.68240577,0.0,0.0,0.02456722,0.07144835,0.0
Zfp87,0.039517295,0.04403232,0.031604156,0.2844829,0.0,0.0,0.01701384,0.0,0.0,0.22820464,0.0,0.046829306
Spon2,0.8197373,0.009451255,0.0,0.023210922,0.0,0.0,0.06421847,0.109292485,0.0,0.0021291948,0.063311554,0.046155207
Mxd4,0.21653248,0.009875495,0.19334432,0.1095844,0.10178943,0.30648825,0.61860985,0.0,0.0,0.24348421,0.3201708,0.106521346
Fam193a,0.056428716,0.031225929,0.12519865,0.3970431,0.21195363,0.080705516,0.32757598,0.037210334,0.0,0.10301597,0.11171918,0.07861119
Rgs12,0.012627643,0.04953578,0.0,0.22827199,0.0,0.047322135,0.02187957,0.0,0.09195591,0.13474908,0.010379651,0.0
Lyar,0.20896734,0.03160245,0.37941498,0.15367338,0.115702435,0.0,0.0,0.0101174805,0.13517165,0.016673142,0.14805487,0.9468137
Nsg1,0.029046498,0.0,0.6184638,0.080799,0.14590935,0.0,0.0,0.0,0.68536496,0.0,0.0,0.2950995
D5Ertd579e,0.075693056,0.04750233,0.10991403,0.4041485,0.08279889,0.0693771,0.18949494,0.0,0.14609525,0.07818008,0.023280956,0.06725509
Cd38,0.03660728,0.0,0.0,0.3158929,0.0,0.0,0.17211807,0.24548945,0.0,0.59878796,0.0,0.0
Lcorl,0.06461615,0.04486201,0.08971654,0.31714928,0.1067607,0.10633807,0.12248381,0.011593638,0.0,0.1460677,0.02964315,0.059220687
Arap2,0.17940725,0.027124323,0.12261335,0.21947062,0.0499152,0.073750935,0.5177107,0.07634665,0.10596515,0.18514718,0.015358435,0.46826866
Dthd1,0.11234704,0.0,0.0,0.0,0.0,0.0,0.0010981048,0.0,0.0,0.0,0.0,0.73198074
Klf3,0.12472771,0.10041147,0.068377994,0.5995838,0.441386,0.04851073,0.3428037,0.0,0.014167145,0.22013092,0.3170336,0.12474473
N4bp2,0.02583172,0.025895672,0.062148612,0.29773995,0.5260773,0.0661969,0.24886125,0.0020040823,0.14767969,0.29065415,0.040270697,0.038678806
Atp8a1,0.09693595,0.08622609,0.020643178,0.5565513,0.08778216,0.0,0.25335196,0.0,0.0,0.20995268,0.09456906,0.0970693
Usp46,0.05325104,0.0,0.22369452,0.0,0.16331995,0.016578296,0.43282938,0.103721835,0.4526699,0.0,0.0,0.0
Hopx,0.7080555,0.0,0.6558855,0.0,0.0,0.0,0.0,0.0,0.07870673,0.0,0.0,0.35777652
Spink2,0.0,0.025058286,0.0066487524,0.28007695,0.0,0.0,0.0,0.0025838397,0.04338051,0.05150708,0.11713508,0.0
Areg,0.0,0.0,0.0,0.16119286,0.030864833,0.0,0.0,0.0,0.043846093,0.0,0.81941533,0.0
Septin11,0.13382787,0.012065673,0.07403602,0.11891024,0.0,0.20960268,0.13126597,0.0,0.4830318,0.15472922,0.0,0.11902129
Ccng2,0.0,0.099934146,0.1467246,0.16711356,0.0,0.29546362,0.29988715,0.0,0.0,0.38087243,0.035971224,0.0
Antxr2,0.044654377,0.0049106767,0.22340879,0.22628018,0.28837848,0.26223406,0.025351157,0.0,0.50799745,0.14001541,0.0,0.25267738
Plac8,0.12646866,0.0,0.034953628,0.65932524,0.46095067,0.0,0.2770307,0.24529727,0.0,0.22910842,0.22608538,0.14482033
Ptpn13,0.0,0.0,1.1147518,0.0,0.0,0.0,0.22121486,0.0,0.0,0.0,0.0,0.0
Aff1,0.041324742,0.09048449,0.19064291,0.33664408,0.77806437,0.049079087,0.284505,0.13970494,0.12281775,0.10496852,0.0,0.07965356
Herc6,0.016757933,0.04415095,0.14658657,0.14486587,0.13782848,0.0,0.1185532,0.9186007,0.05986506,0.019546753,0.033306614,0.0
Fam13a,0.0,0.05544545,0.0,0.0,2.3455405,0.018560078,0.0,0.034296423,0.0,0.0,0.0,0.0
Gprin3,0.04532391,0.035133705,0.22596908,0.21435434,0.60586274,0.084560856,0.67264175,0.06566879,0.18726432,0.0,0.0,0.19925392
Tspan5,0.035391968,0.10889352,0.16026117,0.1509428,0.0,0.074769914,0.67132306,0.115818895,0.038023777,0.0,0.16183187,0.08574128
Cenpe,0.030227738,0.0,0.0,0.0024971885,0.0,0.28436723,0.28961372,0.0022887196,0.0,0.07836754,0.014266062,0.028493788
Lef1,0.0,0.12648511,0.0,0.8948092,0.440639,0.0,0.038840704,0.0,0.0,0.49645194,0.07397573,0.0
Elovl6,0.14174601,0.0,0.21073964,0.0382496,0.024461737,0.017854024,0.0,0.048817784,0.0,0.0,0.0,0.11097963
Anxa5,0.18559304,0.072872855,0.27768126,0.06512131,0.021512201,0.43725356,0.37356678,0.03560363,0.8901204,0.0,0.13165686,0.037662577
4932438A13Rik,0.07970572,0.072443254,0.14717297,0.54431844,0.21887518,0.10452862,0.36256924,0.019247683,0.18681885,0.08452578,0.0,0.13687083
Spry1,0.0,0.09576719,0.060679186,0.050271202,0.0,0.0,0.077775784,0.0,0.025585162,0.15860857,0.14312737,0.0
Setd7,0.0,0.15413147,0.31893513,0.10577459,0.024714736,0.04895157,0.0,0.0,0.004865051,0.011951473,0.038172487,0.07733107
Arhgap10,0.21219644,0.012795377,0.22461273,0.032924213,0.0,0.12561207,0.47238863,0.0,0.0066956817,0.01907403,0.037101317,0.0
Fbxw7,0.086712286,0.066326454,0.11769555,0.37137297,0.21930927,0.12914799,0.32952133,0.040267058,0.07589194,0.09041663,0.16372643,0.102602355
Map9,0.0037881075,0.01851398,0.09253552,0.30074745,0.13036907,0.0,0.058681704,0.0,0.24492185,0.001988394,0.07200662,0.069194295
Ddx60,0.05321799,0.037461657,0.0787717,0.23905572,0.20074703,0.0,0.051940724,1.0811771,0.05474456,0.121067375,0.0,0.092647634
Palld,0.35734767,0.0,0.0,0.015588213,0.011699874,0.0,0.015550524,0.0,0.0,0.050295494,0.0,0.0
Sap30,0.2019306,0.020454302,0.1002446,0.0,0.019269336,0.25633782,0.15324403,0.13605617,0.0,0.044297513,0.2295798,0.08988897
Hpgd,0.024611203,0.043753073,0.33481035,0.0,0.024298422,0.7495416,0.0,0.0,0.0,0.53940105,0.0,0.0
Lpcat1,0.28012672,0.03582795,0.05512476,0.22140896,0.17182824,0.08311756,0.23880892,0.047044225,0.003982584,0.042656988,0.0,0.35724452
Ropn1l,0.04852704,0.0057754163,0.08959089,0.0150906,0.0,0.12862282,0.015014148,0.019414939,0.13881981,0.08510073,0.06565932,0.0
Ankrd33b,0.022741327,0.10025296,0.033690423,0.0,0.0,0.081208944,0.09091708,0.059969414,0.024204643,0.0,0.10278396,0.011902083
Il7r,0.0,0.0,0.362675,0.40310186,0.34210595,0.0,0.0,0.049383227,0.3437391,0.1847521,0.33094978,0.22695065
Fyb,0.0010773127,0.013786163,0.0,0.64225495,0.020509787,0.06785212,0.59934247,0.038220137,0.11844202,0.27719325,0.14222753,0.012253764
Ptger4,0.14238013,0.0,0.028666988,0.3952378,0.16609372,0.11237346,0.11657815,0.12986304,0.32005543,0.25823212,0.57947856,0.16461147
Gzmk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0184526
Gzma,0.64943016,0.0,0.09799815,0.0,0.0,0.05644855,0.0,0.0,0.0,0.07311008,0.0,1.2836996
Il6st,0.0,0.0510617,0.0,0.9883857,0.47243243,0.0,0.22486646,0.09536839,0.0,0.3211275,0.10136037,0.0
Ankrd55,0.0,0.0,0.0,0.84892476,0.64094204,0.0,0.1264124,0.00091803225,0.0,0.19114646,0.004113951,0.0
Pde4d,0.06497781,0.010831248,0.52369267,0.2228209,0.36034793,0.0,0.25377923,0.084617555,0.0,0.19934177,0.10236091,0.018054739
Zswim6,0.044420775,0.110687055,0.117742725,0.26829797,0.20260781,0.0,0.21911635,0.012460935,0.0,0.102995254,0.2250111,0.02516744
Cenpk,0.03678843,0.058242954,0.069168836,0.6119068,0.061753504,0.06578672,0.25628403,0.0,0.028700234,0.30829397,0.53752846,0.011131627
Mast4,0.0,0.055237982,0.11541595,0.4336972,0.34230852,0.11466299,0.332218,0.0,0.12505184,0.40246016,0.0,0.0
Ccnb1,0.020137021,0.0,0.03399201,0.12068064,0.08097517,0.05029118,0.079003915,0.008409771,0.05019334,0.038927484,0.004053385,0.024649495
Enc1,0.25635532,0.0,0.0,0.011989952,0.0,0.005728669,0.056456525,0.0,0.0,0.15042688,0.0,0.1455174
Gcnt4,0.0,0.34952322,0.0,0.4731748,0.0073829372,0.0,0.23065378,0.0,0.044631157,0.081122585,0.0,0.0
Iqgap2,0.20478167,0.10138541,0.2063353,0.2913574,0.26543462,0.23685095,0.46046582,0.07893658,0.2362916,0.0,0.18443248,0.19599603
F2r,0.41250464,0.0,0.0,0.0,0.0,0.0023468283,0.06203456,0.0,0.0,0.0,0.0,0.58238447
Jmy,0.048080947,0.09945466,0.12237924,0.34884763,0.29052246,0.02942023,0.33817574,0.059990503,0.0,0.08185895,0.3817172,0.021487633
Ssbp2,0.0042241435,0.017078836,0.102855235,0.90049225,0.0,0.0,0.057309963,0.0,0.25744942,0.38866568,0.043363057,0.026266545
Slf1,0.06669465,0.019243432,0.0,0.3107887,0.07885994,0.22508946,0.1759999,0.0,0.2685179,0.06452297,0.008181682,0.28062105
Cast,0.19052869,0.09484978,0.23024237,0.3020411,0.35193938,0.13785891,0.17332092,0.13007309,0.5110015,0.0,0.23296359,0.20567927
Rgmb,0.0,0.0,0.0,0.22076435,0.9166627,0.04602419,0.0,0.15238255,0.06828258,0.0,0.26181027,0.0
Slco4c1,0.42017302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018975921,0.0,0.0
Pam,0.13659891,0.1077623,0.08708309,0.14975333,0.0,0.10366084,0.31211913,0.0,0.1029245,0.0,0.0,0.2604161
Man2a1,0.051522505,0.011074523,0.0,0.6518991,0.0,0.09099814,0.4433071,0.0,0.11535238,0.11507273,0.18532324,0.15233393
Nrep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8996911,0.0,0.0
Apc,0.070672676,0.036131468,0.110989094,0.48590717,0.16688673,0.08409327,0.27272218,0.021557646,0.117250144,0.19465475,0.0,0.073962465
Ccdc112,0.124411814,0.0,0.08709981,0.26540583,0.13314629,0.0,0.02988166,0.0,0.23116274,0.07129151,0.0,0.083787344
Snx24,0.06409595,0.0072006676,0.093207724,0.038781464,0.004789939,0.17753048,0.27951676,0.0,0.08034784,0.0,0.032363556,0.034624796
Gramd3,0.014898449,0.047426302,0.003740645,0.20578752,0.6597195,0.016809596,0.10848018,0.15122968,0.0,0.059796218,0.029515963,0.030086132
Irf1,0.16199842,0.050644595,0.06533308,0.36644763,0.28506035,0.16782513,0.37133095,0.14607476,0.3260135,0.0811297,0.27164003,0.23447177
Rad50,0.07653448,0.043621704,0.12031259,0.5467714,0.26641378,0.05957427,0.2593064,0.090235665,0.2468902,0.13979426,0.0,0.13933767
Tcf7,0.0,0.0,0.0,0.8866602,0.0,0.0,0.34502485,0.0,0.0,0.3581384,0.33589202,0.0
Smad5,0.100039296,0.005070586,0.049541436,0.029958386,0.071191154,0.0,0.06040982,0.0,0.65086365,0.0,0.0,0.1846984
Egr1,0.0,0.0476865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0451117,0.0
Ctnna1,0.10547163,0.011435272,0.16733979,0.0,0.0,0.3636087,0.09439795,0.0,0.28641045,0.0,0.0,0.116797484
Arhgap26,0.21186502,0.0,0.06499438,0.31418326,0.036173303,0.07057795,0.019470323,0.0,0.0,0.26029816,0.10499238,0.36761293
Ppp2r2b,0.35870305,0.015593511,0.2456344,0.0,0.0,0.0603909,0.0,0.0,0.039267506,0.0,0.0,0.3864417
Jakmip2,0.25490487,0.0,0.048018303,0.0,0.0,0.08511669,0.10530225,0.0,0.19867851,0.115420856,0.0,0.11851877
Adrb2,0.58761835,0.0,0.22747934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562957
Cd74,0.19059813,0.0,0.0,0.18570295,0.057658307,0.8001958,0.24646606,0.25211173,0.15612493,0.09311575,0.22301288,0.52725416
Galnt10,0.1775039,0.018303324,0.25641847,0.12865487,0.10409734,0.07504419,0.1961643,0.03399009,0.0,0.064646035,0.15998818,0.16710967
Havcr2,0.024359027,0.02857302,0.0,0.13629438,0.09090309,0.016032962,0.083413586,0.053965665,0.0,0.0251864,0.043716412,0.04301115
Lsm11,0.025038581,0.03903751,0.07082986,0.17447706,0.07514531,0.014901382,0.07566541,0.0,0.0,0.00879869,0.008804451,0.036598764
Pttg1,0.120301425,0.1301623,0.0,0.05253229,0.0,0.4422059,0.21270694,0.025073618,0.16166842,0.0,0.068333425,0.1048607
Dusp1,0.0,0.061070167,0.19659778,0.0,0.010417804,0.05143996,0.20420876,0.074536756,0.24444488,0.0,1.6094295,0.060220104
Hrh2,0.0,0.011293342,0.0,0.6249728,0.0,0.026502375,0.0,0.015513608,0.3595245,0.07783406,0.0,0.0
Irf4,0.014249139,0.047996547,0.0,0.08099278,1.0950468,0.050791703,0.2288287,0.0,0.0,0.0,0.0,0.0
Serpinb6e,0.14468332,0.05203546,0.03471268,0.61006594,0.2658996,0.0,0.0,0.0,0.13295908,0.0,0.39870623,0.05547623
Tubb2a,0.02721066,0.009627582,0.034354307,0.022012541,0.040219072,0.07026986,0.0,0.0,0.22445516,0.007335467,0.53625125,0.032743037
Adtrp,0.0,0.048741095,0.0,0.5938395,1.1320577,0.0,0.0,0.0,0.0,0.10092043,0.0,0.0
Hivep1,0.0,0.049309075,0.04724775,0.4891038,0.31671742,0.020651475,0.16669536,0.045854498,0.054286137,0.19634874,0.0,0.02449141
Sox4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7284498,0.0,0.0
Gm11127,0.03776055,0.00896076,0.031165779,0.11328726,0.018474812,0.041390512,0.032241143,0.044794068,0.10547258,0.0073897745,0.11047102,0.06244052
Ier3,0.0156216575,0.06296929,0.0,0.29492834,0.17590901,0.0,0.057918746,0.0,0.10099876,0.35615966,0.0,0.030831052
Lta,0.0,0.0,0.11876983,0.36949515,0.44711015,0.020753525,0.04357339,0.15257229,0.29332024,0.029003577,0.1817594,0.0
Tnf,0.07950765,0.00825665,0.35981232,0.0,0.019331798,0.031660303,0.06603079,0.0127424095,0.5204654,0.0,0.3238009,0.0953766
Ltb,0.0,0.00078507897,0.2740915,0.1608291,0.38221142,0.007889275,0.2694735,0.0,0.35474992,0.16751212,0.525118,0.0
Ncr3-ps,0.06301369,0.09882708,0.34275755,0.08629153,0.0,0.18015303,0.0,0.0,0.081215344,0.05351196,0.16125596,0.19219837
Aif1,0.0,0.0,0.0,1.1110065,0.31850648,0.0,0.0,0.016478807,0.0,0.233563,0.13263842,0.0
Clic1,0.26382118,0.07495049,0.17259105,0.108503185,0.0,0.40362352,0.14087881,0.18030658,0.72148585,0.034358986,0.25368088,0.3053822
Msh5,0.04078883,0.025513975,0.030841848,0.18548506,0.059042215,0.047797415,0.067865826,0.0,0.14340076,0.038882844,0.0,0.05531168
Hspa1a,0.105207115,0.06773355,0.1249067,0.3174216,0.112154946,0.4579758,0.29138896,0.0,0.4404217,0.15689142,0.0,0.15238287
H2-Ea,0.31170514,0.0,0.0,0.0,0.0,1.775943,0.0,0.0,0.0,0.0,0.0,0.17910635
H2-Eb2,0.5187228,0.0,0.0,0.0,0.0,1.3476954,0.0,0.010201377,0.0,0.0,0.0,0.37336987
H2-Aa,0.3256804,0.0,0.0,0.0,0.0,1.5117242,0.0,0.0,0.0,0.0,0.0,0.0
H2-DMb1,0.06654311,0.0,0.0,0.2100691,0.0,0.36812916,0.0,0.0,0.0,0.05435156,0.008453299,0.21573497
H2-DMa,0.11980358,0.010390661,0.0,0.2850716,0.07286502,0.70520794,0.07808808,0.030709153,0.0,0.11595639,0.025590826,0.18163876
Rps10,0.028999396,0.07125363,0.1433889,0.9724635,0.011540404,0.0,0.04184553,0.0,0.22142074,0.26438785,0.0,0.16984236
Fkbp5,0.08450697,0.012440584,0.000579152,0.6238512,0.2942487,0.012412296,0.30043608,0.4186059,0.10443185,0.19261442,0.2900933,0.08831958
Brpf3,0.05122883,0.06274745,0.09801383,0.32085252,0.15734586,0.021267273,0.24044192,0.011503653,0.0,0.08669526,0.069363125,0.044601943
Cdkn1a,0.0363593,0.0,0.11484881,0.0,0.0,0.06386803,0.0,0.0,0.11342286,0.0,0.22739421,0.06704284
Pi16,0.0,0.0,0.14236842,0.0491355,0.5942224,0.65394515,0.0,0.0,0.7654873,0.0,0.0,0.0
Pim1,0.06661938,0.06293152,0.09177054,0.34102714,1.1364938,0.0,0.03997961,0.0,0.19795826,0.12780854,0.30132002,0.14826733
Tfeb,0.2319798,0.014919644,0.12475817,0.064040594,0.06284567,0.10435728,0.17476304,0.120489635,0.0,0.052366097,0.13777605,0.027446521
Runx2,0.06903505,0.027749492,0.5898382,0.29959694,0.2300221,0.14983724,0.034718808,0.13584578,0.071941264,0.0,0.07909778,0.0
Lrrc1,0.023282653,0.008196288,0.04627321,0.023305196,0.099948384,0.0,0.16325726,0.0038018408,0.082264245,0.058151186,0.035348095,0.0
Dst,0.0,0.0,0.016621768,0.0,0.9432805,0.0,0.0,0.0,0.15872361,0.0,0.0,0.0
